"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"1400000US22051026300","Census Tract 263, Jefferson Parish, Louisiana","2296","416","1805","378","455","443","0","13","0","13","0","13","0","13","36","37","0","13","36","37"
"1400000US22051026400","Census Tract 264, Jefferson Parish, Louisiana","1787","263","1286","263","364","221","0","13","59","67","0","13","43","57","35","31","0","13","35","31"
"1400000US22051026500","Census Tract 265, Jefferson Parish, Louisiana","2157","223","1672","261","292","147","24","27","106","97","0","13","8","12","55","52","5","7","50","52"
"1400000US22051026600","Census Tract 266, Jefferson Parish, Louisiana","1883","174","1627","155","120","73","11","15","6","10","0","13","7","11","112","63","19","21","93","56"
"1400000US22051026700","Census Tract 267, Jefferson Parish, Louisiana","1791","224","947","199","639","139","20","27","138","94","0","13","25","30","22","18","0","13","22","18"
"1400000US22051026800","Census Tract 268, Jefferson Parish, Louisiana","2724","455","426","172","2147","397","11","19","8","13","0","13","6","11","126","104","0","13","126","104"
"1400000US22051026900","Census Tract 269, Jefferson Parish, Louisiana","3293","323","163","84","3126","328","0","13","4","8","0","13","0","13","0","13","0","13","0","13"
"1400000US22051027000","Census Tract 270, Jefferson Parish, Louisiana","5582","720","2588","483","1825","443","42","66","976","177","0","18","0","18","151","206","0","18","151","206"
"1400000US22051027100","Census Tract 271, Jefferson Parish, Louisiana","3261","372","1939","337","922","239","121","115","137","147","0","13","142","157","0","13","0","13","0","13"
"1400000US22051027200","Census Tract 272, Jefferson Parish, Louisiana","4459","475","2740","412","1322","470","0","13","238","330","0","13","105","167","54","58","0","13","54","58"
"1400000US22051027501","Census Tract 275.01, Jefferson Parish, Louisiana","6766","749","2942","309","3313","702","115","171","0","18","0","18","151","174","245","204","62","110","183","162"
"1400000US22051027502","Census Tract 275.02, Jefferson Parish, Louisiana","3265","395","0","13","3265","395","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22051027601","Census Tract 276.01, Jefferson Parish, Louisiana","5397","464","2516","383","1957","432","0","18","846","125","0","18","66","110","12","34","9","14","3","30"
"1400000US22051027602","Census Tract 276.02, Jefferson Parish, Louisiana","3172","557","723","293","2094","511","0","13","205","182","0","13","150","126","0","13","0","13","0","13"
"1400000US22051027701","Census Tract 277.01, Jefferson Parish, Louisiana","5642","603","273","105","5189","572","0","18","0","18","0","18","72","112","108","165","0","18","108","165"
"1400000US22051027703","Census Tract 277.03, Jefferson Parish, Louisiana","3489","384","1339","216","1668","264","32","37","285","208","0","13","69","102","96","65","0","13","96","65"
"1400000US22051027803","Census Tract 278.03, Jefferson Parish, Louisiana","3908","517","712","180","2557","586","38","46","224","217","0","13","377","266","0","13","0","13","0","13"
"1400000US22051027804","Census Tract 278.04, Jefferson Parish, Louisiana","8224","589","3588","473","3218","521","0","18","1193","225","0","18","175","97","50","86","22","65","28","48"
"1400000US22051027805","Census Tract 278.05, Jefferson Parish, Louisiana","9293","795","2889","577","5025","602","0","18","808","292","0","18","209","224","362","301","124","179","238","242"
"1400000US22051027806","Census Tract 278.06, Jefferson Parish, Louisiana","5652","493","3955","466","1105","371","16","28","400","102","0","18","99","112","77","93","18","31","59","88"
"1400000US22051027807","Census Tract 278.07, Jefferson Parish, Louisiana","9488","548","5365","493","2542","350","17","20","802","388","0","18","470","440","292","200","0","18","292","200"
"1400000US22051027809","Census Tract 278.09, Jefferson Parish, Louisiana","8074","948","4807","1108","2146","500","36","71","103","124","11","19","729","596","242","127","32","53","210","122"
"1400000US22051027810","Census Tract 278.10, Jefferson Parish, Louisiana","3814","326","695","181","2669","342","0","13","337","163","0","13","0","13","113","110","7","13","106","111"
"1400000US22051027811","Census Tract 278.11, Jefferson Parish, Louisiana","2894","329","338","125","2318","354","0","13","28","57","0","13","92","121","118","106","0","13","118","106"
"1400000US22051027812","Census Tract 278.12, Jefferson Parish, Louisiana","3465","478","299","176","3034","497","16","26","38","59","0","13","0","13","78","62","0","13","78","62"
"1400000US22051027901","Census Tract 279.01, Jefferson Parish, Louisiana","2755","263","2423","184","94","112","17","17","0","13","0","13","9","10","212","198","0","13","212","198"
"1400000US22051027902","Census Tract 279.02, Jefferson Parish, Louisiana","1819","265","1724","264","6","13","0","13","0","13","0","13","0","13","89","113","0","13","89","113"
"1400000US22051028000","Census Tract 280, Jefferson Parish, Louisiana","5127","348","3303","393","968","263","65","62","430","289","0","18","68","84","293","250","0","18","293","250"
"1400000US22051028100","Census Tract 281, Jefferson Parish, Louisiana","1710","304","210","118","1429","289","0","13","0","13","0","13","0","13","71","69","0","13","71","69"
"1400000US22051028200","Census Tract 282, Jefferson Parish, Louisiana","4148","618","2489","335","1072","368","8","15","0","13","0","13","373","279","206","152","52","52","154","122"
"1400000US22051980000","Census Tract 9800, Jefferson Parish, Louisiana","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22051990000","Census Tract 9900, Jefferson Parish, Louisiana","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22051990100","Census Tract 9901, Jefferson Parish, Louisiana","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22053000100","Census Tract 1, Jefferson Davis Parish, Louisiana","5989","515","4866","502","838","194","163","114","68","63","0","18","0","18","54","59","22","46","32","43"
"1400000US22053000200","Census Tract 2, Jefferson Davis Parish, Louisiana","4451","410","3850","438","422","266","0","13","67","76","0","13","0","13","112","104","0","13","112","104"
"1400000US22053000300","Census Tract 3, Jefferson Davis Parish, Louisiana","4871","433","4117","372","603","261","0","13","0","13","0","13","15","23","136","104","24","41","112","92"
"1400000US22053000400","Census Tract 4, Jefferson Davis Parish, Louisiana","6241","471","5440","501","620","173","39","49","19","35","0","18","73","112","50","46","0","18","50","46"
"1400000US22053000500","Census Tract 5, Jefferson Davis Parish, Louisiana","4761","378","4244","352","478","146","13","25","0","13","0","13","0","13","26","41","0","13","26","41"
"1400000US22053000600","Census Tract 6, Jefferson Davis Parish, Louisiana","2968","357","1438","257","1306","332","45","63","0","13","0","13","0","13","179","161","0","13","179","161"
"1400000US22053000700","Census Tract 7, Jefferson Davis Parish, Louisiana","2160","286","1221","211","911","236","0","13","0","13","0","13","0","13","28","37","0","13","28","37"
"1400000US22055000100","Census Tract 1, Lafayette Parish, Louisiana","3234","339","1604","314","1484","314","27","23","36","52","0","13","0","13","83","50","0","13","83","50"
"1400000US22055000200","Census Tract 2, Lafayette Parish, Louisiana","2557","385","380","138","2173","409","0","13","0","13","0","13","0","13","4","11","0","13","4","11"
"1400000US22055000500","Census Tract 5, Lafayette Parish, Louisiana","2759","234","2569","240","84","36","0","13","12","17","0","13","10","18","84","70","0","13","84","70"
"1400000US22055000602","Census Tract 6.02, Lafayette Parish, Louisiana","4370","475","3409","492","794","352","71","91","39","61","0","13","21","26","36","42","0","13","36","42"
"1400000US22055000603","Census Tract 6.03, Lafayette Parish, Louisiana","2390","271","1942","276","272","193","41","49","25","33","0","13","7","13","103","140","92","140","11","17"
"1400000US22055000604","Census Tract 6.04, Lafayette Parish, Louisiana","6452","849","4584","729","1272","500","0","18","452","327","0","18","41","64","103","115","0","18","103","115"
"1400000US22055000700","Census Tract 7, Lafayette Parish, Louisiana","3308","474","602","156","2704","436","0","13","2","5","0","13","0","13","0","13","0","13","0","13"
"1400000US22055000800","Census Tract 8, Lafayette Parish, Louisiana","3278","480","138","103","3136","492","0","13","4","6","0","13","0","13","0","13","0","13","0","13"
"1400000US22055000900","Census Tract 9, Lafayette Parish, Louisiana","1960","237","21","31","1939","241","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22055001001","Census Tract 10.01, Lafayette Parish, Louisiana","5404","782","2906","647","2263","571","19","26","42","51","0","18","48","54","126","130","0","18","126","130"
"1400000US22055001002","Census Tract 10.02, Lafayette Parish, Louisiana","3933","402","1380","335","2230","394","0","13","71","68","0","13","96","120","156","162","0","13","156","162"
"1400000US22055001003","Census Tract 10.03, Lafayette Parish, Louisiana","3975","386","2201","252","1474","438","0","13","17","32","0","13","0","13","283","292","0","13","283","292"
"1400000US22055001100","Census Tract 11, Lafayette Parish, Louisiana","6316","868","989","277","5126","832","0","18","0","18","0","18","133","201","68","101","34","57","34","47"
"1400000US22055001200","Census Tract 12, Lafayette Parish, Louisiana","8013","573","1978","403","5952","591","3","9","3","7","0","18","44","80","33","35","0","18","33","35"
"1400000US22055001300","Census Tract 13, Lafayette Parish, Louisiana","4937","787","2091","645","2563","514","0","13","3","11","0","13","0","13","280","346","0","13","280","346"
"1400000US22055001401","Census Tract 14.01, Lafayette Parish, Louisiana","9839","779","8108","716","787","407","21","35","577","185","0","18","287","321","59","53","0","18","59","53"
"1400000US22055001402","Census Tract 14.02, Lafayette Parish, Louisiana","8805","627","7930","609","506","224","82","91","119","106","0","18","74","96","94","96","9","15","85","95"
"1400000US22055001403","Census Tract 14.03, Lafayette Parish, Louisiana","6500","787","5620","704","635","349","32","53","111","118","0","18","21","26","81","66","0","18","81","66"
"1400000US22055001404","Census Tract 14.04, Lafayette Parish, Louisiana","8923","484","7613","502","980","224","17","29","177","152","0","18","0","18","136","131","0","18","136","131"
"1400000US22055001405","Census Tract 14.05, Lafayette Parish, Louisiana","9335","736","7229","638","1543","418","0","18","229","169","0","18","89","139","245","185","22","40","223","176"
"1400000US22055001406","Census Tract 14.06, Lafayette Parish, Louisiana","5107","569","3575","516","1268","511","23","32","130","123","0","18","46","47","65","74","28","40","37","62"
"1400000US22055001407","Census Tract 14.07, Lafayette Parish, Louisiana","6279","533","5861","535","263","226","0","18","53","64","0","18","0","18","102","117","0","18","102","117"
"1400000US22055001409","Census Tract 14.09, Lafayette Parish, Louisiana","10088","979","8644","899","1098","451","30","35","135","118","0","20","22","33","159","126","0","20","159","126"
"1400000US22055001410","Census Tract 14.10, Lafayette Parish, Louisiana","17691","1242","14859","1472","2064","972","0","20","312","291","0","20","60","80","396","239","28","44","368","241"
"1400000US22055001411","Census Tract 14.11, Lafayette Parish, Louisiana","2308","292","1896","357","375","198","0","13","18","28","0","13","19","31","0","13","0","13","0","13"
"1400000US22055001500","Census Tract 15, Lafayette Parish, Louisiana","5541","519","4858","550","479","334","28","45","72","108","0","18","11","18","93","135","8","15","85","134"
"1400000US22055001600","Census Tract 16, Lafayette Parish, Louisiana","3020","329","2937","334","0","13","47","73","26","27","0","13","0","13","10","15","0","13","10","15"
"1400000US22055001700","Census Tract 17, Lafayette Parish, Louisiana","7678","576","6566","597","660","400","41","49","203","178","0","18","35","65","173","125","0","18","173","125"
"1400000US22055001801","Census Tract 18.01, Lafayette Parish, Louisiana","2812","393","1881","291","711","300","0","13","96","89","0","13","47","84","77","88","0","13","77","88"
"1400000US22055001802","Census Tract 18.02, Lafayette Parish, Louisiana","3968","599","2764","373","784","409","0","13","334","245","0","13","36","44","50","67","10","20","40","66"
"1400000US22055001901","Census Tract 19.01, Lafayette Parish, Louisiana","7285","643","6351","613","782","200","38","61","0","18","0","18","14","24","100","75","23","43","77","59"
"1400000US22055001902","Census Tract 19.02, Lafayette Parish, Louisiana","6643","710","5241","783","1081","353","24","40","0","18","0","18","214","226","83","84","6","10","77","81"
"1400000US22055001903","Census Tract 19.03, Lafayette Parish, Louisiana","7109","760","4152","754","2028","642","20","29","571","373","0","18","232","288","106","91","39","43","67","68"
"1400000US22055001904","Census Tract 19.04, Lafayette Parish, Louisiana","4470","452","3184","449","948","388","0","13","137","119","0","13","27","43","174","131","0","13","174","131"
"1400000US22055001905","Census Tract 19.05, Lafayette Parish, Louisiana","6358","705","4852","775","1224","557","0","18","58","59","0","18","111","119","113","126","0","18","113","126"
"1400000US22055002001","Census Tract 20.01, Lafayette Parish, Louisiana","5259","629","3949","598","1212","397","7","12","0","18","0","18","0","18","91","98","11","19","80","94"
"1400000US22055002002","Census Tract 20.02, Lafayette Parish, Louisiana","6774","811","4519","736","1858","403","28","49","53","87","0","18","153","243","163","139","0","18","163","139"
"1400000US22055002101","Census Tract 21.01, Lafayette Parish, Louisiana","5967","557","3398","466","2553","406","0","18","0","18","0","18","0","18","16","27","0","18","16","27"
"1400000US22055002102","Census Tract 21.02, Lafayette Parish, Louisiana","4522","412","3166","380","1335","273","0","13","2","5","0","13","0","13","19","26","0","13","19","26"
"1400000US22055002103","Census Tract 21.03, Lafayette Parish, Louisiana","5338","525","3037","380","2245","371","8","14","0","18","0","18","29","46","19","19","0","18","19","19"
